Address,VAT_Status,Property_Description,condition on Property_Description,Size_Description,Price_Euro,Sale_Date,Year,Town
"BARRETTSTOWN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,10-Dec-19,2019,Newbridge
"5 KILBELIN LAWNS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,405000,17-May-19,2019,Newbridge
"50 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,230000,17-May-19,2019,Newbridge
"169 Morristown Wood, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,,224669.6,11-Dec-19,2019,Newbridge
"73 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,17-May-19,2019,Newbridge
"11 BEECHMOUNT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,21-May-19,2019,Newbridge
"APARTMENT 1  BLOCK F, THE HAWTHORNS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,144000,13-Jul-20,2020,Newbridge
"11 COLLEGE FARM COURT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,253500,21-May-19,2019,Newbridge
"19 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,250000,19-Aug-19,2019,Newbridge
"31A Crotanstown Grange, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,251200,25-May-17,2017,Newbridge
"11 JOHN STREET, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,40000,25-May-17,2017,Newbridge
"49 SEVEN SPRINGS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,405000,09-Sep-19,2019,Newbridge
"THE MEWS, JOHN STREET, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,35000,24-May-17,2017,Newbridge
"53THE GREAT, SOUTHERN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,310000,28-Sep-20,2020,Newbridge
"5 CITY HOUSE, ANNE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,95000,24-May-17,2017,Newbridge
"14A EYRE ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,80000,24-May-17,2017,Newbridge
"2663 DARA PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,19-Dec-19,2019,Newbridge
"81 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,295000,25-Nov-16,2016,Newbridge
"1 THE PRIORY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,259863,09-Sep-19,2019,Newbridge
"BARRONSTOWN WEST, MILLTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,330000,26-Mar-18,2018,Newbridge
"6 OLD ABBEY MANOR, GREAT CONNELL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,342500,22-May-19,2019,Newbridge
"14 MAPLE RD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,26-Mar-18,2018,Newbridge
"8 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,242500,22-Sep-20,2020,Newbridge
"5 ATHGARVAN HEIGHTS, ATHGARVAN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,400000,23-Mar-18,2018,Newbridge
"GREAT CONNELL, BUCKLEYS CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,621095,15-Jul-20,2020,Newbridge
"12 WALLACE COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,125000,23-May-19,2019,Newbridge
"26 RAMBLERS COURT, FRANCIS STREET, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,156000,24-May-19,2019,Newbridge
"12 ARTILLERY PLACE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,141000,19-May-17,2017,Newbridge
"4 STANDHOUSE RD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,320000,07-Apr-17,2017,Newbridge
"86 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,14-Aug-19,2019,Newbridge
"35 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,269000,28-May-19,2019,Newbridge
"GREATCONNELL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,480000,29-Aug-16,2016,Newbridge
"APT 3 BLOCK 5, COLLEGE FARM ST, NEWBRIDGE KILDARE",No,Second-Hand Dwelling house /Apartment,1,,175000,16-Aug-19,2019,Newbridge
"159 MOOREFIELD PARK, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,22-Mar-18,2018,Newbridge
"257 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,228000,21-Sep-20,2020,Newbridge
"4 WATERCRESS MANOR, MORRISTOWN BILLER RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,222000,14-Mar-18,2018,Newbridge
"20 THE MAPLES, MOOREFIELD RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,62500,03-Nov-16,2016,Newbridge
"672 STAND HOUSE RD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,150000,26-Aug-16,2016,Newbridge
"136 MORRISTOWN WOOD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,285000,19-Dec-19,2019,Newbridge
"37 BALLYMANY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,241000,12-May-17,2017,Newbridge
"62 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,259000,16-Jul-20,2020,Newbridge
"30 RAMBLERS COURT, FRANCIS ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,170000,29-May-19,2019,Newbridge
"1746 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,205000,18-Sep-20,2020,Newbridge
"10 BALLYMANY PK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,222500,09-Mar-18,2018,Newbridge
"10 THE CLOSE, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,253000,22-Dec-17,2017,Newbridge
"APT 157 PIERCE LODGE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,29-May-19,2019,Newbridge
"3 THE ROAD, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,236000,12-Dec-19,2019,Newbridge
"APT 158 PIERCE LODGE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,29-May-19,2019,Newbridge
"78 COLLEGE ORCHARD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,255000,07-Mar-18,2018,Newbridge
"34 BALLYMANY PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,280000,06-Sep-19,2019,Newbridge
"4 ST CONLETHS TERRACE, NAAS RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,235000,10-May-17,2017,Newbridge
"99  RIDGEWOOD  MANOR, MELITTA  ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,315000,18-Dec-19,2019,Newbridge
"3 THE LAWNS, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,336000,18-Nov-16,2016,Newbridge
"Unit 271 Roseberry Hill, Newbridge",No,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,235000,08-May-17,2017,Newbridge
"75 MILLFIELD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,240000,18-Dec-19,2019,Newbridge
"Unit 269 Roseberry Hill, Newbridge",No,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,235000,08-May-17,2017,Newbridge
"APT 165 PIERCE LODGE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,29-May-19,2019,Newbridge
"4 OLD CONNELL GATE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,262500,23-Jul-20,2020,Newbridge
"12 THE WAY, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,253000,30-May-19,2019,Newbridge
"16 THE ROAD, WALSHESTOWN PARK, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,335000,31-May-19,2019,Newbridge
"5 LIFFEY VIEW, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,195000,22-Dec-17,2017,Newbridge
"56 GREAT SOUTHERN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,270000,24-Jul-20,2020,Newbridge
"8 THE HALL, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,285245,31-May-19,2019,Newbridge
"18 THE MAPLES, MOORFIELD RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,175000,04-Jun-19,2019,Newbridge
"CORBALLY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,85573.5,24-Jul-20,2020,Newbridge
"26 TREACY MEADOWS, GREEN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,300000,07-Jun-19,2019,Newbridge
"20 THE CRESCENT, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,269500,11-Oct-19,2019,Newbridge
"RATHBRDIE, NEWBRIDGE, CO. KILDARE",No,Second-Hand Dwelling house /Apartment,1,,343000,07-Jun-19,2019,Newbridge
"73 ALLEN VIEW HEIGHTS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,237000,04-Jan-18,2018,Newbridge
"28 Moristown Green, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,,246696,29-Jul-20,2020,Newbridge
"APT 22 ROSCONNELL ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,130000,17-Aug-16,2016,Newbridge
"5 ST CONLETHS AVE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,162000,05-Jan-18,2018,Newbridge
"18 RYSTON VIEW, ATHGARVAN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,222500,30-Jul-20,2020,Newbridge
"20 THE COURT, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,345000,12-Apr-17,2017,Newbridge
"1 Walshestown Meadows, Newbridge, County Kildare",Yes,New Dwelling house /Apartment,0,,462555.06,13-Jun-19,2019,Newbridge
"5 WESTON, EDWARD ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,208000,13-Jun-19,2019,Newbridge
"113 MOOREFIELD PARK, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,290000,15-Aug-19,2019,Newbridge
"24 OAK RD, CONNELL DR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,140000,12-Apr-17,2017,Newbridge
"39 BELMONT GREEN, WALSHESTOWN CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,485000,12-Apr-17,2017,Newbridge
"4E ROSEVILLE COURT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,160000,03-Sep-19,2019,Newbridge
"22 KILBELIN LAWNS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,337000,18-Jun-19,2019,Newbridge
"68 MORRISTOWN EST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,16-Jun-16,2016,Newbridge
"7 ROSCONNELL ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,90000,18-Jun-19,2019,Newbridge
"CONNELL FORD HOUSE, KILBELIN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,575000,11-Oct-19,2019,Newbridge
"1638 PARIC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,211000,12-Jan-18,2018,Newbridge
"239 ROSEBERRY HILL, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,327000,20-Jun-19,2019,Newbridge
"ROSEBERRY, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,525000,10-Aug-20,2020,Newbridge
"APT 49 BLOCK C, MILLFIELD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,185000,21-Jun-19,2019,Newbridge
"MORRISTOWN UPPER, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,272000,13-Apr-17,2017,Newbridge
"4 WALLACE COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,147500,25-Jun-19,2019,Newbridge
"25A CROTANSTOWN GRANGE, GREEN ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,330000,14-Oct-19,2019,Newbridge
"1595 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,237000,18-Jan-18,2018,Newbridge
"43 BELMONT GREEN, WALSHESTOWN CROSS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,430000,27-Jun-19,2019,Newbridge
"6 ROSEBERRY HILL, SEXES RD RICKARDS, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,330000,14-Aug-20,2020,Newbridge
"8 RIVERSIDE PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,480000,19-Jan-18,2018,Newbridge
"36 THE GRANGE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,420000,28-Jun-19,2019,Newbridge
"10 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,250000,04-Sep-19,2019,Newbridge
"58 GREAT SOUTHERN, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,308000,28-Jun-19,2019,Newbridge
"2689 DARA PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,70000,22-Jan-18,2018,Newbridge
"3 THE COURT, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,375000,17-Aug-20,2020,Newbridge
"26 MOUNT CARMEL, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,137500,19-Aug-16,2016,Newbridge
"102 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,260000,04-Jul-19,2019,Newbridge
"5 Morristown Green, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,,242290,16-Dec-19,2019,Newbridge
"1172 AYREFIELD ROAD, CURRAGH, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,230000,05-Jul-19,2019,Newbridge
"2625 DARA PARK, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,165000,05-Jul-19,2019,Newbridge
"1 DRENNANSTOWN COURT, ROBERT ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,1250000,09-Jul-19,2019,Newbridge
"51 BALLYMANY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275500,16-Dec-19,2019,Newbridge
"27 KILBELIN ABBEY, WALSHESTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,380000,09-Jul-19,2019,Newbridge
"3546 LAKESIDE PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,170000,21-Apr-17,2017,Newbridge
"85 Kilbelin Abbey, Newbridge",Yes,New Dwelling house /Apartment,0,,343612.33,16-Dec-19,2019,Newbridge
"THE KINDLINGS, CORBALLY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,386000,09-Jul-19,2019,Newbridge
"54 MILLFIELD, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,200000,10-Jul-19,2019,Newbridge
"4 ALLENVIEW HEIGHTS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,280000,27-Aug-20,2020,Newbridge
"105 THE CLOSE, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,275000,29-Jan-18,2018,Newbridge
"9 LIFFEY VIEW, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,174000,26-Aug-20,2020,Newbridge
"22 HENRY ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,85000,25-Jan-18,2018,Newbridge
"5 ANFIELD TERRACE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,105000,20-Apr-17,2017,Newbridge
"9 Morristown Crescent, Station Road, Newbridge",Yes,New Dwelling house /Apartment,0,,286343.61,21-Aug-20,2020,Newbridge
"1A ROWAN TERRACE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,237500,02-Jul-19,2019,Newbridge
"217A MOOREFIELD PARK, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,225000,29-Jan-18,2018,Newbridge
"120 THE MEADOWS, CORNELSCOURT, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,207000,28-Aug-20,2020,Newbridge
"ROUGHTY, BALLYMANY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,320000,10-Jul-19,2019,Newbridge
"23 SYCAMORE ROAD, CONNELL DRIVE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,210000,11-Jul-19,2019,Newbridge
"16 Walshestown Meadows, Athgarvan Road, Newbridge",Yes,New Dwelling house /Apartment,0,,475770,28-Aug-20,2020,Newbridge
"19 TREACY MEADOWS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,305000,12-Jul-19,2019,Newbridge
"3D ROSEVILLE COURT, HENRY RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,135000,18-Apr-17,2017,Newbridge
"179 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,254000,14-Aug-20,2020,Newbridge
"GROUSE LODGE, BARRETSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,355000,18-Jan-18,2018,Newbridge
"886 PIERCETOWN, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,80000,12-Jul-19,2019,Newbridge
"6 Morristown Crescent, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,,253304,11-Aug-20,2020,Newbridge
"HOLLY COTTAGE, CORNELSCOURT, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,220000,13-Apr-17,2017,Newbridge
"14 COLLEGE GROVE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,276000,17-Dec-19,2019,Newbridge
"75 LANGTON PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,227500,16-Jul-19,2019,Newbridge
"97 THE MEADOWS, CORNELSCOURT, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,270000,15-Jan-18,2018,Newbridge
"263 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,194000,13-Dec-19,2019,Newbridge
"19 ROSEMOUNT COURT, WALSHESTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,395000,13-Apr-17,2017,Newbridge
"PINE COTTAGE, KILBELIN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,290000,10-Nov-16,2016,Newbridge
"173 Morristown Wood, The Paddocks, Newbridge",Yes,New Dwelling house /Apartment,0,,226872.24,05-Sep-19,2019,Newbridge
"1 RATHASKER COURT, WHITEWATER PLAZA, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,8261055,01-Feb-18,2018,Newbridge
"8 Walshestown Meadows, Newbridge, Co Kildare",Yes,New Dwelling house /Apartment,0,,466960.35,11-Oct-19,2019,Newbridge
"7 ROSCONNELL ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,90000,18-Jun-19,2019,Newbridge
"29 OAK RD, CONNELL DR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,246000,17-Jun-19,2019,Newbridge
"13 ROSCONNELL ST, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,85000,01-Aug-19,2019,Newbridge
"26 GREENMOUNT PARK, GREEN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,340000,12-Apr-17,2017,Newbridge
"38 KILBELIN ABBEY, ATHGARVAN ROAD, NEWBRIDGE KILDARE",No,Second-Hand Dwelling house /Apartment,1,,405000,17-Jul-19,2019,Newbridge
"140 RATHCURRAGH, GREEN RD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,242000,31-Jul-20,2020,Newbridge
"ROSEBERRY, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,227000,05-Jan-18,2018,Newbridge
"213 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,228000,01-Sep-20,2020,Newbridge
"80 Kilbelin Abbey, Newbridge",Yes,New Dwelling house /Apartment,0,,339300,17-Jul-19,2019,Newbridge
"22 ROSEBERRY HILL, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,12-Jun-19,2019,Newbridge
"29 THE PRIORY, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,400000,11-Oct-19,2019,Newbridge
"22 COLLEGE FARM ST, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,247000,12-Jun-19,2019,Newbridge
"123 RATHCURRAGH, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,180000,11-Nov-16,2016,Newbridge
"24 THE GREEN, LIFFEY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,290000,05-Sep-19,2019,Newbridge
"9 THE WALK, LIFFY HALL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,266000,18-Jul-19,2019,Newbridge
"264 MOOREFIELD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,190000,07-Jun-19,2019,Newbridge
"THE WILLOWS, 83 MOOREFIELD DR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,280000,06-Jun-19,2019,Newbridge
"195 Morristown Wood, Station Road, Newbridge",Yes,New Dwelling house /Apartment,0,,244053,11-Oct-19,2019,Newbridge
"APT 5B ROSEVILLE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,145000,31-May-19,2019,Newbridge
"46 CEDARWOOD PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,210000,19-Jul-19,2019,Newbridge
"16 THE MEWS, BALLYMANY, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,75000,03-Sep-20,2020,Newbridge
"6 KILBELIN CRESCENT, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,430000,19-Jul-19,2019,Newbridge
"1600 PAIRC MHUIRE, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,209000,11-Oct-19,2019,Newbridge
"16 SEVEN SPRINGS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,147500,22-Dec-17,2017,Newbridge
"1 COLLEGE FARM PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,275000,30-May-19,2019,Newbridge
"1 COLLEGE FARM COURT, COLLEGE FARM, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,174000,23-Jul-20,2020,Newbridge
"APT 159 PIERCE LODGE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,185000,29-May-19,2019,Newbridge
"6 KILBELIN PARK, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,346000,19-Jul-19,2019,Newbridge
"93 Kilbelin Abbey, Athgarvan Road, Newbridge",Yes,New Dwelling house /Apartment,0,,307488.98,17-Dec-19,2019,Newbridge
"46 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,280000,02-Feb-18,2018,Newbridge
"16 WELLESLEY MANOR, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,295000,12-Dec-19,2019,Newbridge
"CLONHASTON HC, GREAT CONNELL, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,1000000,16-Aug-16,2016,Newbridge
"CHARLOTTE HOUSE, CHARLOTTE STREET, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,160000,21-Dec-17,2017,Newbridge
"38 BARODA COURT, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,410000,16-Jul-20,2020,Newbridge
"80 THE OAKS, NEWBRIDGE, KILDARE",No,Second-Hand Dwelling house /Apartment,1,,193000,21-Dec-17,2017,Newbridge
"29A Crotanstown Grange, Green Road, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,255600,06-Feb-18,2018,Newbridge
"APT.6 - WALLACE COURT, EYRES ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,17000,17-Dec-19,2019,Newbridge
"Unit 299 Phase 2B, Roseberry Hill, Newbridge",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,251765,06-Feb-18,2018,Newbridge
"UNIT 309 - PHASE 2B, ROSEBERRY HILL, NEWBRIDGE",Yes,New Dwelling house /Apartment,0,greater than or equal to 38 sq metres and less than 125 sq metres,235000,06-Feb-18,2018,Newbridge
"34A CROTANSTOWN GRANGE, GREEN ROAD, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,311000,05-Sep-19,2019,Newbridge
"264 ROSEBERRY HILL, RICKARDSTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,225000,06-Jul-16,2016,Newbridge
"84 KILBELIN ABBEY, ATHGARVAN ROAD, NEWBRIDGE",Yes,New Dwelling house /Apartment,0,,343612,11-Dec-19,2019,Newbridge
"15 WALLACE COURT, EYRE ST, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,125000,23-May-19,2019,Newbridge
"2128 HIGHFIELD ESTATE, NEWBRIDGE, CO KILDARE",No,Second-Hand Dwelling house /Apartment,1,,195000,21-Dec-17,2017,Newbridge
"ASHLEAF HOUSE, CONNELL DR, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,130000,15-Jul-20,2020,Newbridge
"56 BELMONT GREEN, Walshetown Cross, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,335000,04-Jul-16,2016,Newbridge
"BARRONSTOWN WEST, MILTOWN, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,275000,28-Apr-17,2017,Newbridge
"53 THE HALL, CURRAGH GRANGE, NEWBRIDGE",No,Second-Hand Dwelling house /Apartment,1,,332000,05-Sep-19,2019,Newbridge
